code_system,medcode_id,description
CPRD_medcode,276560013,Other reduction of fracture of spine NOS 11
CPRD_medcode,318443011,Other specified closed fracture thoracic vertebra
CPRD_medcode,276471011,Other specified decompression of fracture of spine
CPRD_medcode,276582018,Other specified fixation of fracture of spine
CPRD_medcode,276559015,Other specified other reduction of fracture of spine
CPRD_medcode,892461000006118,Path.fracture - upper arm
CPRD_medcode,216206018,Pathological fracture due to osteoporosis
CPRD_medcode,405144016,Pathological fracture of lumbar vertebra
CPRD_medcode,319138019,Pertrochanteric fracture
CPRD_medcode,4396071000006110,Pertrochanteric fracture of neck of femur
CPRD_medcode,276470012,Posterior decompression of fracture of spine
CPRD_medcode,375761000000118,Posterior decompression of fracture of spine NEC
CPRD_medcode,312165013,Postmenopausal osteoporosis with pathological fracture
CPRD_medcode,312156018,Postoophorectomy osteoporosis with pathological fracture
CPRD_medcode,212441000006112,Post-surgical malabsorption osteoporosis with pathological fracture
CPRD_medcode,208611000006110,Prim op red # nck femur & op fix- Zickel intramed nail plate
CPRD_medcode,208641000006114,Prim open red # neck femur & op fix - McLaughlin nail plate
CPRD_medcode,208671000006118,Prim open reduct # neck femur & op fix - Blount nail plate
CPRD_medcode,208691000006117,Prim open reduct # neck femur & op fix - Jewett nail plate
CPRD_medcode,208701000006117,Prim open reduct # neck femur & op fix - Massie nail plate
CPRD_medcode,208711000006119,Prim open reduct # neck femur & op fix - Neufield nail plate
CPRD_medcode,208721000006110,Prim open reduct # neck femur & op fix - Pugh nail plate
CPRD_medcode,208751000006118,Prim open reduct # neck femur & op fix - Thornton nail plate
CPRD_medcode,276487014,Primary bedrest stabilisation of spinal fracture
CPRD_medcode,276492011,Primary cast stabilisation of spinal fracture
CPRD_medcode,210151000006118,Primary closed reduction and external fixation of proximal femoral fracture
CPRD_medcode,208561000006112,Primary closed reduction and internal fixation of proximal femoral fracture with screw/nail and intramedullary device
CPRD_medcode,210041000006119,Primary closed reduction and internal fixation of proximal femoral fracture with screw/nail and plate device
CPRD_medcode,210131000006113,Primary closed reduction cervical spine fracture and collar stabilisation
CPRD_medcode,276510019,Primary closed reduction spinal fracture alone
CPRD_medcode,210111000006119,Primary closed reduction spinal fracture and bedrest stabilisation
CPRD_medcode,210121000006110,Primary closed reduction spinal fracture and cast stabilisation
CPRD_medcode,210141000006115,Primary closed reduction spinal fracture and external fixation
CPRD_medcode,210051000006117,Primary closed reduction spinal fracture and skull traction stabilisation
CPRD_medcode,210061000006115,Primary cls reduct spinal fracture+oth external stabilisatn
CPRD_medcode,276488016,Primary collar stabilisation of cervical spine fracture
CPRD_medcode,276495013,Primary external fixation stabilisation of spinal fracture
CPRD_medcode,210531000006116,Primary external fixation(without reduction) of proximal femoral fracture
CPRD_medcode,210941000006118,Primary internal fixation(without reduction) of proximal femoral fracture with screw/nail and intramedullary device
CPRD_medcode,210931000006111,Primary internal fixation(without reduction) of proximal femoral fracture with screw/nail and plate device
CPRD_medcode,204991000006116,Primary open reduc spinal fracture+other internal fix 12
CPRD_medcode,207591000006115,Primary open reduction and internal fixation of proximal femoral fracture with screw/nail and intramedullary device
CPRD_medcode,207611000006114,Primary open reduction and internal fixation of proximal femoral fracture with screw/nail and plate device
CPRD_medcode,205491000006111,Primary open reduction of cervical spine fracture and collar stabilisation
CPRD_medcode,208601000006112,Primary open reduction of fracture of neck of femur and open fixation using Charnley compression screw
CPRD_medcode,208591000006116,Primary open reduction of fracture of neck of femur and open fixation using Deyerle multiple hip pinning
CPRD_medcode,632911000006110,Primary open reduction of fracture of neck of femur and open fixation using dynamic hip screw
CPRD_medcode,208681000006115,Primary open reduction of fracture of neck of femur and open fixation using Holt nail
CPRD_medcode,1843951000006113,Primary open reduction of fracture of neck of femur and open fixation using proximal femoral nail antirotation
CPRD_medcode,208731000006113,Primary open reduction of fracture of neck of femur and open fixation using Richards screw
CPRD_medcode,208741000006115,Primary open reduction of fracture of neck of femur and open fixation using Ross Brown nail
CPRD_medcode,276534012,Primary open reduction spinal fracture alone
CPRD_medcode,205471000006110,Primary open reduction spinal fracture and bedrest stabilisation
CPRD_medcode,205481000006113,Primary open reduction spinal fracture and cast stabilisation
CPRD_medcode,276543015,Primary open reduction spinal fracture and external fixation
CPRD_medcode,204951000006110,Primary open reduction spinal fracture and internal fixation with internal fixator
CPRD_medcode,204961000006112,Primary open reduction spinal fracture and internal fixation with plate
CPRD_medcode,204971000006117,Primary open reduction spinal fracture and internal fixation with rod system
CPRD_medcode,204941000006113,Primary open reduction spinal fracture and internal fixation with segmental wire system
CPRD_medcode,204981000006119,Primary open reduction spinal fracture and internal fixation with wire
CPRD_medcode,205451000006117,Primary open reduction spinal fracture and skull traction stabilisation
CPRD_medcode,205441000006119,Primary opn reduc spinal fracture+other external stabilisatn
CPRD_medcode,276496014,Primary other external stabilisation of spinal fracture
CPRD_medcode,276491016,Primary skull traction stabilisation of spinal fracture
CPRD_medcode,3135821000006113,Reduction of closed humeral shaft fracture with manipulation
CPRD_medcode,2539071000006119,Reduction of closed humeral supracondylar fracture with manipulation and traction
CPRD_medcode,3674871000006112,Reduction of closed ulnar styloid fracture
CPRD_medcode,7167031000006110,Repair of fracture of hip by nailing using fluoroscopic guidance
CPRD_medcode,4358251000006115,Reversed Colles' fracture
CPRD_medcode,12217201000006111,Smith fracture
CPRD_medcode,4358261000006118,Smith's fracture
CPRD_medcode,318848013,Smith's fracture - closed
CPRD_medcode,318880010,Smith's fracture - open
CPRD_medcode,276483013,Spinal extension traction for fracture of spine
CPRD_medcode,3316971000006112,Spinal fracture 13
CPRD_medcode,276485018,Spinal traction for fracture of spine NEC
CPRD_medcode,5462261000006114,Subcapital fracture of neck of femur
CPRD_medcode,5462321000006110,Subtrochanteric fracture of femur
CPRD_medcode,5461931000006115,Supracondylar fracture of humerus
CPRD_medcode,5462291000006118,Transcervical fracture of neck of femur
CPRD_medcode,4396081000006113,Trochanteric fracture of neck of femur
CPRD_medcode,370001000000111,Vertebroplasty of fracture of spine
CPRD_medcode,5462021000006112,Volar Barton fracture
CPRD_medcode,5462011000006116,Volar Barton's fracture
CPRD_medcode,1992361000006117,VTE risk assessment - hip fracture
CPRD_medcode,857661000006110,wedge compression # lumbar spine
CPRD_medcode,857671000006115,wedge compression # of dorsal spine
CPRD_medcode,5657741000006112,Wedge fracture of cervical vertebra
CPRD_medcode,5657961000006114,Wedge fracture of lumbar vertebra
CPRD_medcode,5657851000006115,Wedge fracture of thoracic vertebra
CPRD_medcode,6048941000006119,Wedge fracture of vertebra
CPRD_medcode,2815611000006110,wedging of vertebra
CPRD_medcode,1495502013,Wrist fracture - open
CPRD_medcode,895321000006111,#Cervical spine + cord lesion
CPRD_medcode,895271000006115,#Cervical spine-no cord lesion
CPRD_medcode,895471000006116,#Humerus
CPRD_medcode,895501000006111,#Humerus - lower end
CPRD_medcode,895491000006115,#humerus - shaft
CPRD_medcode,990961000006119,#Humerus - shaft
CPRD_medcode,895481000006118,#Humerus - upper end
CPRD_medcode,895511000006114,#humerus nos
CPRD_medcode,990971000006114,#Humerus NOS
CPRD_medcode,895291000006119,#Lumbar spine - no cord lesion
CPRD_medcode,895341000006116,#Lumbar spine + cord lesion
CPRD_medcode,895691000006117,#Neck of femur
CPRD_medcode,895551000006110,#Radius/ulna-lower end-colles
CPRD_medcode,990941000006118,#Spine NOS - no cord lesion
CPRD_medcode,895331000006114,#Thoracic spine + cord lesion
CPRD_medcode,895281000006117,#Thoracic spine-no cord lesion
CPRD_medcode,312681016,[X]Other osteoporosis with pathological fracture
CPRD_medcode,312689019,[X]Unspecified osteoporosis with pathological fracture
